ndvi_mean,ndvi_change_pct,rainfall_7d_mm,rainfall_30d_mm,temperature_avg_7d_c,humidity_avg_7d_pct,crop_type,crop_age_days,health
0.9234,-2.8,38.5,68.7,21.71,31.8,Wheat,146,2
0.5192,-10.77,30.2,49.2,22.44,46.2,Soybean,57,1
0.9195,-1.63,48.7,61.5,29.4,61.0,Rice,92,2
0.5097,-8.13,1.7,11.9,28.43,67.2,Wheat,125,1
0.2296,17.62,23.2,172.3,31.76,26.9,Rice,27,0
0.3718,18.94,28.7,63.1,29.02,46.5,Cotton,52,1
0.4982,-13.79,0.0,139.6,28.12,57.4,Sugarcane,108,0
0.712,-5.73,55.9,96.1,31.54,61.1,Wheat,75,2
0.05,-71.84,28.8,52.0,23.74,23.1,Wheat,21,0
0.5391,-14.78,40.1,87.5,21.5,55.1,Cotton,50,1
0.6427,-3.01,6.1,47.4,35.39,79.5,Rice,100,1
0.6986,-11.58,31.3,113.1,24.69,45.5,Wheat,95,2
0.529,-7.95,23.3,60.0,29.01,46.7,Soybean,72,1
0.6334,-15.11,25.4,74.1,26.79,66.4,Soybean,142,2
0.2899,-12.64,48.1,54.6,24.43,39.5,Cotton,34,0
0.3143,0.07,0.0,70.7,34.84,52.4,Rice,63,0
0.7985,-8.21,56.4,60.9,26.68,20.0,Sugarcane,115,2
0.2728,-16.44,14.2,88.5,23.02,24.9,Wheat,48,0
0.05,-0.74,0.0,92.9,27.66,53.7,Cotton,32,0
0.8714,5.45,38.2,38.2,31.37,48.3,Rice,140,2
0.5217,-2.99,2.6,146.6,28.11,52.8,Sugarcane,130,0
0.5473,-10.6,0.0,101.1,25.22,67.8,Cotton,108,1
0.083,-46.24,54.0,54.0,28.82,20.3,Cotton,13,0
0.1683,-11.39,7.3,35.8,30.0,49.8,Cotton,36,0
0.8331,-10.98,21.0,98.8,27.14,47.7,Rice,121,2
0.3105,-9.55,45.5,144.2,25.95,51.9,Wheat,37,0
0.727,-2.05,51.9,61.8,33.43,70.2,Sugarcane,76,1
0.2429,8.67,35.0,105.0,22.35,62.1,Soybean,37,0
0.1171,-54.85,32.1,93.3,24.9,63.5,Rice,19,0
0.2295,55.39,84.3,84.3,24.08,72.2,Rice,25,0
0.2169,29.25,46.3,136.8,30.37,90.9,Sugarcane,31,0
0.8386,5.94,75.0,154.4,25.03,44.8,Sugarcane,112,2
0.1336,-1.12,27.2,128.7,20.68,55.8,Sugarcane,33,0
0.7684,-5.69,35.6,101.1,27.9,60.6,Soybean,104,2
0.05,-67.86,10.1,77.9,38.35,54.1,Rice,38,0
0.3053,-25.4,62.0,62.0,35.99,39.3,Sugarcane,47,0
0.3819,0.67,23.3,102.9,38.53,32.3,Wheat,125,0
0.05,-70.04,44.9,116.3,39.07,70.7,Soybean,16,0
0.4705,-3.25,1.4,61.5,28.8,57.6,Wheat,138,1
0.8344,6.67,70.7,99.3,24.45,27.7,Cotton,121,2
0.05,-32.23,0.0,117.7,35.46,70.3,Sugarcane,64,0
0.9074,-0.96,40.3,40.3,27.5,67.0,Rice,131,2
0.0886,-46.33,29.6,92.6,32.08,65.4,Cotton,16,0
0.6395,-6.25,41.9,96.3,31.48,36.0,Rice,55,2
0.5225,1.49,22.8,43.2,34.39,38.5,Cotton,69,1
0.8131,-7.51,69.5,69.5,29.09,67.1,Wheat,104,2
0.8121,-0.62,61.2,61.2,31.86,51.7,Sugarcane,82,2
0.0511,2.19,33.6,84.9,36.86,70.1,Sugarcane,28,0
0.1032,12.97,4.8,95.7,30.8,50.3,Cotton,45,0
0.9134,2.32,63.2,89.5,26.38,56.6,Sugarcane,101,2
0.5453,22.46,59.3,89.6,28.76,44.6,Wheat,70,1
0.05,-34.47,6.0,12.6,24.45,49.2,Cotton,16,0
0.7573,-6.38,80.1,80.1,24.72,65.5,Wheat,94,2
0.2194,70.01,56.1,143.1,26.94,53.5,Sugarcane,24,0
0.6286,11.09,21.4,155.2,25.85,27.4,Wheat,78,2
0.8073,-2.19,39.6,132.4,31.9,63.2,Soybean,139,2
0.5007,-3.52,0.0,72.7,22.41,44.0,Soybean,94,0
0.3402,3.61,18.4,83.3,35.1,68.6,Rice,60,0
0.3908,11.63,3.7,127.5,24.55,74.6,Wheat,64,1
0.7759,-2.72,34.0,79.8,23.27,34.1,Wheat,143,2
0.3406,-11.35,14.5,99.2,41.69,72.6,Sugarcane,121,0
0.8722,0.62,49.7,62.8,21.84,37.7,Soybean,145,2
0.7782,2.12,54.2,108.5,33.14,23.7,Sugarcane,139,2
0.4604,-29.39,25.9,59.4,19.23,68.0,Cotton,66,2
0.7887,-5.99,48.7,48.7,30.16,66.6,Cotton,96,2
0.0906,-15.53,29.6,31.3,28.62,57.6,Rice,23,0
0.4908,-8.32,21.7,74.4,38.65,58.3,Cotton,113,0
0.6775,-9.67,13.5,73.2,23.74,56.1,Rice,74,2
0.3698,-2.8,0.0,30.3,19.96,64.5,Cotton,77,1
0.2394,7.89,0.0,27.1,29.01,73.0,Wheat,52,0
0.0529,-28.58,11.6,32.6,20.42,33.4,Soybean,37,0
0.1622,39.18,23.8,201.1,20.48,57.4,Cotton,30,0
0.5174,-11.04,32.4,159.2,18.11,42.4,Soybean,54,1
0.1973,-29.71,0.0,129.8,34.32,45.1,Sugarcane,58,0
0.6802,-11.84,12.0,148.2,31.74,46.0,Soybean,118,1
0.5014,36.46,42.9,71.8,27.33,55.6,Wheat,64,1
0.0903,-23.69,5.2,5.2,20.76,61.4,Soybean,43,0
0.5487,23.66,39.4,87.4,33.11,69.5,Cotton,68,1
0.5682,-6.05,10.6,37.3,29.35,91.5,Soybean,98,1
0.5461,-18.21,51.9,130.3,35.8,48.6,Sugarcane,71,1
0.7108,-3.21,41.4,60.9,33.49,61.1,Soybean,131,2
0.5167,-20.66,44.4,164.8,31.07,55.3,Wheat,53,1
0.6125,-10.16,40.8,102.8,29.09,87.5,Rice,65,2
0.6459,-13.75,25.3,62.7,31.89,56.4,Cotton,93,2
0.3396,1.46,35.9,88.2,32.52,46.3,Wheat,43,0
0.6272,0.71,19.0,77.9,30.82,74.1,Wheat,99,2
0.5513,-16.47,15.1,80.2,31.93,59.8,Soybean,87,1
0.8787,-3.59,60.6,106.3,28.22,60.4,Sugarcane,108,2
0.5241,-5.27,0.0,116.4,27.13,66.7,Soybean,122,0
0.6122,6.67,34.1,83.1,37.42,44.3,Sugarcane,102,1
0.5356,-8.42,18.2,64.2,29.31,36.2,Cotton,120,1
0.7376,1.36,69.0,81.8,35.5,54.6,Wheat,114,2
0.5081,1.02,72.7,116.7,26.42,59.9,Sugarcane,47,1
0.7403,-1.16,55.1,128.1,25.5,48.6,Soybean,73,2
0.5129,7.44,46.4,104.4,28.68,60.4,Cotton,60,1
0.8284,-0.21,84.5,135.6,24.16,85.5,Soybean,119,2
0.6925,-0.65,24.1,61.3,30.03,60.6,Wheat,148,2
0.05,0.0,31.0,97.4,38.18,57.6,Cotton,33,0
0.6676,-6.48,27.3,62.2,30.76,46.5,Wheat,100,2
0.8294,5.44,36.1,36.1,21.63,46.2,Cotton,104,2
0.5478,-4.22,30.9,50.7,38.93,51.0,Sugarcane,115,0
0.8111,-0.86,71.6,71.6,34.5,63.2,Soybean,108,2
0.657,17.25,53.9,168.3,29.99,53.4,Wheat,129,2
0.2302,18.84,50.4,50.4,26.49,48.1,Soybean,18,0
0.8884,0.13,52.6,132.5,28.83,29.6,Rice,136,2
0.8964,-4.26,58.5,90.7,24.4,48.1,Cotton,140,2
0.1246,-8.91,12.8,55.9,29.92,52.4,Soybean,41,0
0.4253,8.06,57.8,57.8,30.73,75.7,Soybean,46,1
0.6629,-1.47,29.4,38.0,19.65,52.7,Cotton,146,2
0.4702,-17.88,32.3,141.0,30.99,49.3,Rice,60,1
0.95,3.35,43.4,43.4,30.56,87.0,Rice,109,2
0.6995,-0.97,25.9,150.0,32.7,29.6,Cotton,98,2
0.4665,27.61,60.0,138.9,25.25,54.1,Sugarcane,50,1
0.6769,9.82,0.0,88.8,28.72,59.3,Rice,112,1
0.3721,-27.17,5.4,65.0,39.52,44.0,Sugarcane,106,0
0.3766,-17.39,12.2,105.1,38.65,43.6,Wheat,130,0
0.57,-4.97,8.8,63.4,30.08,73.9,Cotton,127,1
0.1381,176.21,33.9,143.9,29.15,56.3,Rice,24,0
0.8416,4.16,35.2,35.2,24.48,70.9,Wheat,115,2
0.5191,-2.85,27.0,182.6,26.73,73.6,Soybean,65,1
0.1122,-31.65,27.6,159.0,35.25,73.0,Wheat,56,1
0.459,-7.28,36.5,123.9,27.66,77.5,Cotton,50,1
0.8098,-8.54,55.5,84.4,33.95,57.6,Sugarcane,80,2
0.6376,3.68,0.0,121.9,25.52,83.2,Rice,80,1
0.7069,7.05,22.4,73.6,25.24,59.1,Wheat,135,2
0.5439,-22.82,43.3,126.5,31.76,78.6,Wheat,57,1
0.6002,-1.44,0.0,89.6,31.52,53.9,Rice,74,1
0.5217,0.13,25.0,132.2,26.57,50.7,Wheat,66,1
0.3075,-31.94,1.6,105.2,31.02,42.0,Wheat,51,0
0.0769,-21.35,0.0,143.8,24.71,69.6,Rice,30,0
0.5903,11.27,75.7,84.6,39.55,49.2,Wheat,118,1
0.8294,-6.33,68.4,99.3,18.56,35.3,Sugarcane,111,2
0.7749,0.21,16.3,125.8,23.35,61.9,Rice,86,2
0.4385,-7.67,42.4,42.4,32.07,70.4,Soybean,45,1
0.6307,14.3,27.3,134.6,29.33,37.8,Sugarcane,74,2
0.6602,0.8,18.8,98.6,25.45,62.7,Sugarcane,95,1
0.6248,11.77,45.8,160.8,36.0,63.7,Wheat,147,0
0.4635,-12.76,38.9,38.9,33.35,69.0,Sugarcane,55,1
0.5827,-3.03,61.8,61.8,28.71,52.6,Wheat,72,1
0.4283,7.5,48.1,48.1,22.32,57.5,Rice,43,1
0.3994,-28.02,77.6,95.3,31.71,69.8,Soybean,42,1
0.4489,-23.58,6.4,168.1,33.01,46.8,Sugarcane,127,0
0.7123,9.12,28.5,115.6,30.5,45.6,Cotton,128,2
0.9446,-0.57,54.8,123.3,28.36,78.3,Rice,110,2
0.7049,11.45,38.8,109.4,32.87,37.8,Cotton,107,2
0.48,-10.68,0.0,97.5,28.52,72.7,Wheat,68,1
0.7686,-7.56,30.2,78.0,24.69,48.0,Sugarcane,101,2
0.5915,7.64,46.9,111.2,27.47,39.4,Rice,62,1
0.7023,-2.35,70.1,108.4,27.12,61.0,Cotton,110,2
0.2841,-43.31,0.0,69.3,35.4,58.9,Sugarcane,99,0
0.05,-38.07,4.1,38.2,26.74,64.5,Sugarcane,14,0
0.5134,2.17,42.7,102.0,30.38,53.3,Sugarcane,52,1
0.84,-3.82,34.5,89.7,30.28,45.1,Soybean,130,2
0.778,-6.83,30.5,41.5,30.76,58.6,Wheat,144,2
0.7232,-8.51,30.0,108.2,31.42,59.5,Wheat,118,2
0.2465,57.2,49.1,49.1,29.93,66.6,Sugarcane,27,0
0.4802,0.98,0.0,17.5,31.68,51.7,Rice,69,1
0.05,0.0,9.8,63.2,30.73,51.2,Rice,17,0
0.05,-72.63,17.1,38.1,29.06,62.2,Sugarcane,28,0
0.7551,-0.18,48.5,92.4,29.23,74.4,Cotton,133,2
0.8313,2.85,20.8,20.8,17.65,86.1,Rice,117,2
0.5984,-12.91,21.7,43.0,21.93,23.4,Sugarcane,89,1
0.8592,-7.76,53.9,90.8,27.51,57.0,Sugarcane,106,2
0.6386,14.24,0.0,68.1,29.02,61.9,Rice,109,1
0.4721,-0.27,0.0,34.8,30.95,42.7,Sugarcane,105,0
0.376,-15.48,40.0,73.3,26.39,77.0,Wheat,40,1
0.41,23.98,40.1,62.5,28.52,46.2,Wheat,45,1
0.1412,-24.02,24.9,112.5,27.18,44.9,Rice,12,1
0.6084,-9.27,16.2,166.3,30.58,55.2,Wheat,119,2
0.8863,2.35,49.3,109.4,16.48,52.6,Sugarcane,126,2
0.06,20.09,0.0,41.2,30.41,10.0,Cotton,43,0
0.2099,-25.34,24.6,84.6,33.2,55.3,Rice,33,0
0.1482,30.57,26.5,72.7,33.59,50.0,Sugarcane,29,0
0.1151,-27.36,5.8,115.4,25.75,55.5,Sugarcane,51,0
0.4993,-21.11,1.9,36.6,30.35,60.1,Cotton,100,1
0.6537,-5.38,11.9,78.6,27.34,73.8,Soybean,93,1
0.8237,4.48,31.5,110.1,31.97,62.3,Rice,149,2
0.558,-3.28,0.0,123.8,30.73,34.9,Wheat,120,1
0.7087,-2.42,0.0,116.0,21.33,51.5,Rice,107,1
0.6229,-21.56,0.0,133.8,16.44,75.9,Rice,144,1
0.9394,2.78,57.1,68.2,27.2,42.4,Rice,130,2
0.4,-24.9,7.6,73.6,29.54,45.4,Soybean,75,1
0.3033,44.19,25.6,112.7,23.83,61.4,Cotton,44,0
0.8369,1.13,10.0,33.9,30.14,33.6,Rice,137,2
0.8986,2.9,27.2,153.4,27.38,59.1,Rice,113,2
0.7477,20.97,44.6,109.4,34.31,50.9,Rice,95,2
0.2723,-15.35,33.4,103.9,21.84,43.1,Sugarcane,26,0
0.3366,-15.41,17.1,74.2,39.25,52.2,Soybean,106,0
0.2136,87.29,40.1,150.4,29.69,43.0,Rice,24,0
0.4174,1.36,7.6,187.0,32.96,28.1,Sugarcane,148,0
0.8975,1.33,70.6,90.5,27.95,36.3,Sugarcane,149,1
0.5961,-9.44,26.8,156.5,21.06,95.3,Sugarcane,77,1
0.66,1.06,50.5,133.6,25.43,44.5,Cotton,74,2
0.6977,5.59,64.8,125.1,28.65,64.1,Cotton,120,2
0.7523,-4.74,35.0,162.9,33.34,47.7,Soybean,132,2
0.4333,-11.34,2.3,105.8,32.68,50.3,Sugarcane,126,0
0.05,-78.8,3.3,147.5,31.0,70.1,Sugarcane,13,0
0.3279,-9.07,41.8,62.1,26.73,33.8,Sugarcane,35,0
0.2581,-37.73,0.0,195.6,30.63,42.6,Rice,41,0
0.6997,-2.38,96.3,96.3,27.97,38.0,Soybean,78,2
0.7831,4.78,58.7,58.7,22.05,52.9,Rice,80,2
0.8518,-1.24,44.9,44.9,24.36,57.0,Rice,124,2
0.4838,-17.34,0.0,109.6,28.11,52.7,Sugarcane,133,0
0.7328,6.4,38.0,193.2,35.0,67.5,Rice,84,2
0.247,-16.14,15.6,77.8,24.17,70.9,Sugarcane,48,0
0.6854,6.61,28.9,56.0,18.35,33.8,Cotton,138,2
0.7081,-9.63,26.8,160.4,25.09,53.0,Wheat,130,2
0.4404,-18.86,0.0,45.0,34.48,23.9,Sugarcane,100,0
0.1471,-5.21,77.4,160.6,28.4,57.0,Soybean,19,0
0.4137,12.4,75.3,85.2,23.76,34.5,Wheat,47,1
0.6104,-1.66,47.3,47.3,29.23,49.9,Cotton,59,2
0.2625,-10.82,65.6,79.6,30.73,73.3,Soybean,23,0
0.5181,-8.77,58.4,157.3,26.04,43.8,Wheat,65,1
0.7143,-5.71,43.6,62.7,36.82,33.1,Cotton,96,1
0.95,6.19,54.3,68.6,24.18,31.5,Soybean,114,2
0.2347,-23.22,0.0,40.9,33.97,62.0,Sugarcane,76,0
0.05,-64.23,11.0,61.0,25.95,44.1,Sugarcane,10,0
0.7325,-1.47,26.1,197.8,23.86,52.6,Soybean,107,2
0.3059,-20.7,41.4,132.3,31.95,68.4,Soybean,24,0
0.312,-15.29,13.3,132.4,32.55,83.8,Wheat,60,0
0.7289,-4.23,24.6,114.0,21.95,66.9,Sugarcane,126,1
0.6328,5.37,38.6,95.0,29.99,88.3,Soybean,68,2
0.4418,-11.21,0.0,53.0,22.77,28.0,Sugarcane,118,0
0.1965,-14.18,44.6,45.3,33.42,75.9,Soybean,24,0
0.859,2.58,74.5,106.1,26.03,52.6,Sugarcane,126,2
0.8124,1.4,55.1,108.5,24.68,47.5,Soybean,89,2
0.7605,-11.4,50.9,95.9,22.19,58.3,Cotton,123,2
0.176,-27.64,8.1,89.5,32.33,70.3,Rice,33,0
0.8063,8.84,55.1,106.6,26.35,50.8,Cotton,85,2
0.3552,0.76,19.0,19.0,35.75,38.5,Wheat,70,0
0.3666,29.84,32.8,139.2,25.95,87.0,Sugarcane,55,1
0.8453,-5.59,38.5,111.6,31.86,59.5,Rice,101,2
0.3691,-5.21,74.1,106.5,22.86,81.6,Rice,42,1
0.7913,6.2,49.1,102.2,31.57,42.8,Cotton,100,2
0.8025,0.99,76.1,77.0,18.37,75.9,Wheat,121,2
0.8603,-1.08,78.5,92.6,20.31,59.9,Cotton,131,2
0.7751,-3.61,7.1,166.1,28.64,29.8,Rice,109,1
0.542,-10.77,3.4,144.3,30.24,62.2,Soybean,121,0
0.4406,-20.4,59.1,160.7,22.89,51.9,Wheat,46,1
0.1133,-28.03,61.9,92.9,34.22,66.8,Sugarcane,26,0
0.7686,0.97,23.8,23.8,32.42,58.1,Rice,102,2
0.5417,28.88,30.1,30.1,35.75,55.2,Wheat,139,1
0.7502,1.71,35.3,133.2,33.3,57.9,Soybean,146,2
0.6811,-14.09,27.4,163.8,30.87,60.7,Cotton,73,2
0.8163,8.65,84.8,85.9,27.86,22.6,Cotton,102,2
0.2535,35.32,74.9,117.6,40.4,39.7,Rice,47,0
0.5946,-3.7,18.8,64.2,24.43,36.1,Wheat,84,1
0.3949,15.05,59.2,59.2,26.84,65.7,Soybean,40,1
0.3191,9.39,10.6,114.3,29.03,47.2,Soybean,64,0
0.05,0.0,20.1,145.0,30.22,69.4,Sugarcane,11,0
0.056,-6.46,13.2,52.6,33.91,69.6,Sugarcane,30,0
0.6919,1.73,24.2,113.7,35.2,54.1,Rice,88,1
0.406,-10.93,12.3,36.2,31.11,33.2,Wheat,59,1
0.5964,1.49,0.2,127.5,29.94,58.9,Wheat,108,1
0.5103,7.11,47.2,63.2,31.05,73.9,Cotton,51,1
0.6557,2.91,22.2,163.1,25.36,46.1,Wheat,107,2
0.5506,-19.15,57.1,82.8,41.4,37.4,Cotton,131,0
0.2754,-36.5,7.0,44.5,29.0,55.3,Rice,50,0
0.2383,-26.69,14.3,76.6,27.21,55.0,Sugarcane,52,0
0.7444,-0.1,29.8,101.6,27.79,70.0,Cotton,104,2
0.8244,-12.79,30.8,87.2,26.21,66.5,Sugarcane,112,2
0.0616,23.22,0.0,131.5,21.72,40.2,Rice,22,0
0.841,-5.7,48.2,48.2,28.73,49.3,Cotton,132,2
0.2796,-10.53,14.7,101.8,24.31,60.6,Cotton,37,0
0.3264,-13.49,0.0,162.4,30.56,39.3,Soybean,77,0
0.418,24.89,57.8,85.4,24.35,48.0,Soybean,35,1
0.7846,2.72,35.4,50.4,33.82,70.2,Sugarcane,122,2
0.1917,-43.26,0.0,156.4,37.5,51.5,Soybean,74,0
0.6591,-16.24,0.0,74.2,31.5,47.6,Wheat,122,1
0.4786,33.87,11.3,80.2,27.87,69.3,Soybean,82,1
0.2488,19.47,13.6,99.4,23.6,36.8,Cotton,54,0
0.4998,1.89,47.2,47.2,27.21,46.8,Wheat,53,1
0.7061,5.55,28.8,61.2,22.87,54.0,Soybean,76,2
0.4194,10.22,0.0,50.6,26.75,48.9,Sugarcane,87,0
0.05,0.0,0.0,72.2,30.46,43.3,Wheat,22,0
0.8034,-12.7,31.4,146.2,27.35,45.7,Wheat,121,2
0.1366,-15.56,56.1,86.1,31.97,66.7,Wheat,19,0
0.618,-8.35,5.3,57.4,33.64,69.4,Rice,79,1
0.7326,6.92,40.3,103.9,31.04,62.1,Soybean,85,2
0.4618,-10.56,71.4,71.4,36.82,56.3,Rice,58,1
0.224,-13.87,0.0,84.7,31.58,51.8,Cotton,53,0
0.7136,3.58,20.2,100.2,19.2,43.3,Rice,93,2
0.7736,8.54,47.6,232.4,36.27,57.0,Sugarcane,104,1
0.2716,2.97,40.0,144.7,26.16,57.9,Sugarcane,27,0
0.6579,-6.32,37.0,99.8,26.8,65.0,Soybean,67,2
0.05,-70.3,7.2,94.8,24.46,74.2,Sugarcane,24,0
0.5637,-4.94,19.4,177.1,28.17,34.7,Cotton,74,1
0.6555,22.69,29.5,166.3,21.31,46.2,Cotton,87,2
0.733,-0.75,52.6,109.5,32.04,48.2,Sugarcane,79,2
0.05,-28.68,12.5,30.0,30.02,46.7,Soybean,27,0
0.4414,26.37,43.9,188.3,32.79,78.9,Soybean,54,1
0.2434,61.43,47.5,150.6,16.32,73.8,Soybean,24,0
0.7896,13.94,39.5,140.0,31.15,32.9,Cotton,135,2
0.7456,0.21,0.0,56.4,24.59,48.2,Rice,93,1
0.1762,-5.46,57.5,57.5,35.93,77.0,Soybean,25,0
0.4444,-10.26,2.5,90.6,33.24,74.6,Soybean,89,0
0.9108,-3.84,48.4,108.1,29.71,60.4,Sugarcane,104,2
0.9383,6.89,36.4,68.3,30.17,60.2,Rice,142,2
0.6169,-18.05,17.3,63.2,23.99,28.9,Wheat,81,2
0.8099,0.96,48.8,87.7,33.17,53.5,Sugarcane,108,2
0.1372,15.05,53.7,149.6,36.03,61.6,Cotton,44,0
0.8807,-7.29,64.1,78.2,22.47,54.4,Sugarcane,124,2
0.7368,-11.44,31.8,110.0,32.13,44.1,Sugarcane,115,2
0.05,-62.93,0.0,60.8,33.86,55.0,Soybean,39,0
0.5992,-2.6,14.4,88.3,26.09,91.5,Sugarcane,121,2
0.1687,43.13,39.0,78.0,21.88,42.7,Cotton,18,0
0.8022,-2.16,34.3,34.3,24.77,50.7,Sugarcane,141,1
0.7705,-0.69,29.9,32.4,34.77,73.9,Rice,95,1
0.0945,-39.17,0.0,118.2,33.46,76.6,Cotton,52,0
0.26,17.25,32.9,91.9,30.06,66.1,Cotton,28,0
0.05,-37.22,15.9,15.9,29.12,62.2,Soybean,15,0
0.5985,-9.04,19.5,31.4,28.55,83.3,Cotton,94,1
0.3258,6.44,40.3,120.2,27.66,45.3,Wheat,41,0
0.228,-4.9,21.4,149.5,22.93,28.8,Soybean,35,0
0.864,17.69,35.2,63.8,31.53,40.6,Rice,98,2
0.8194,7.57,46.8,113.8,31.75,54.9,Cotton,100,2
0.3183,-7.24,13.0,161.3,30.88,44.3,Rice,45,0
0.8918,1.89,31.7,31.7,18.25,49.4,Rice,146,2
0.8019,-9.55,63.9,147.6,34.26,36.9,Sugarcane,98,2
0.2469,54.27,0.0,185.9,25.04,25.1,Sugarcane,70,0
0.7226,4.18,20.5,20.5,29.13,41.5,Soybean,130,1
0.8223,5.88,95.0,115.2,28.27,50.6,Soybean,139,2
0.3044,-8.33,16.2,16.2,23.17,68.9,Sugarcane,58,0
0.1613,-23.38,45.8,56.6,31.88,49.1,Wheat,20,0
0.8322,2.9,48.7,81.7,26.64,79.0,Soybean,85,2
0.7474,-9.6,32.9,81.8,29.57,60.1,Cotton,149,2
0.8851,-6.07,64.4,90.4,32.45,70.1,Soybean,110,2
0.5361,-16.51,16.5,82.2,27.93,49.5,Cotton,148,1
0.05,-26.42,0.0,121.0,25.07,38.0,Sugarcane,11,0
0.667,-11.63,50.0,50.0,24.04,55.4,Rice,64,2
0.6413,5.71,59.4,188.7,24.03,43.9,Cotton,70,2
0.7601,-13.43,68.7,68.7,36.49,46.4,Rice,101,1
0.2191,61.78,48.0,81.3,31.61,51.9,Sugarcane,13,0
0.6207,8.93,28.6,28.6,25.54,38.4,Wheat,70,2
0.2139,-10.66,72.2,84.2,28.81,74.4,Soybean,13,0
0.1875,31.56,0.0,58.8,36.16,74.5,Soybean,70,0
0.4371,-7.33,25.7,27.5,27.77,81.5,Sugarcane,58,1
0.4517,-11.53,0.0,6.0,29.38,60.8,Soybean,108,0
0.5428,-14.54,49.3,81.3,32.69,75.3,Wheat,77,1
0.8437,-2.87,21.1,106.0,23.44,50.7,Rice,145,2
0.4776,-11.52,47.3,142.8,33.98,61.4,Rice,50,1
0.5521,6.64,27.8,44.4,27.69,50.0,Rice,58,1
0.05,-7.94,0.0,83.2,24.79,36.1,Soybean,17,1
0.05,-26.87,29.9,140.7,36.35,57.2,Wheat,15,0
0.3954,16.62,63.1,63.1,27.83,60.1,Soybean,42,1
0.159,8.39,11.1,11.1,33.28,61.9,Soybean,49,0
0.4059,-19.54,0.0,11.8,25.86,54.6,Sugarcane,87,0
0.3646,28.59,44.0,103.6,29.05,35.6,Wheat,48,0
0.2837,17.49,0.0,93.6,24.62,39.0,Rice,49,0
0.7688,-9.11,50.4,67.8,26.97,83.1,Soybean,134,2
0.6528,2.5,21.7,161.3,27.39,44.4,Cotton,122,2
0.5439,10.68,10.7,88.5,21.78,55.5,Rice,73,2
0.3541,-12.39,42.7,83.5,27.32,66.9,Cotton,43,1
0.6578,3.41,12.6,62.7,21.67,48.0,Sugarcane,142,1
0.05,-17.62,12.5,68.3,39.57,44.8,Cotton,50,0
0.6945,13.06,41.9,141.4,22.42,64.8,Sugarcane,76,2
0.6319,-14.32,31.3,125.9,33.37,77.0,Cotton,103,2
0.112,-2.58,0.0,20.8,26.69,85.2,Cotton,44,0
0.659,-3.37,51.9,85.4,39.5,64.4,Sugarcane,136,1
0.05,-39.34,0.0,135.5,27.08,69.3,Soybean,20,0
0.3044,-7.88,24.5,135.1,25.42,64.2,Rice,29,0
0.4738,17.33,77.5,108.6,32.5,54.5,Rice,53,1
0.8049,-3.67,48.6,110.8,33.59,47.3,Rice,108,2
0.4182,45.11,78.5,78.5,24.03,51.4,Cotton,40,1
0.4832,-3.84,36.6,56.2,38.96,56.9,Wheat,136,0
0.8803,4.78,41.0,89.9,22.11,49.9,Soybean,100,2
0.4761,-15.72,40.9,79.1,34.97,28.9,Soybean,65,1
0.7117,-8.67,31.3,112.9,33.09,74.1,Wheat,95,2
0.6732,0.72,7.0,73.5,26.39,37.2,Rice,120,1
0.4859,1.27,43.9,99.4,27.72,41.3,Wheat,51,1
0.3612,-15.63,11.7,63.5,26.19,50.7,Sugarcane,64,1
0.8913,4.62,78.9,118.0,31.72,47.7,Soybean,131,2
0.7881,-6.72,0.0,111.9,24.6,71.9,Rice,110,1
0.6124,2.52,85.9,127.3,24.5,56.0,Rice,62,2
0.05,0.0,0.0,0.0,27.28,43.7,Sugarcane,35,0
0.1755,-37.6,14.1,109.4,35.96,62.7,Wheat,46,0
0.7759,9.19,54.9,68.2,25.05,63.0,Soybean,106,2
0.5267,7.38,55.8,55.8,24.12,62.9,Soybean,60,1
0.1496,40.52,68.5,68.5,34.11,54.1,Soybean,33,0
0.8254,10.15,40.5,182.4,21.84,47.7,Sugarcane,89,2
0.4515,-11.35,0.0,90.9,22.97,55.2,Wheat,69,1
0.788,9.53,31.7,118.2,31.32,53.5,Soybean,119,2
0.6145,9.09,51.1,94.7,36.39,62.6,Wheat,132,1
0.6368,-7.96,75.0,198.3,22.57,35.7,Wheat,92,2
0.5836,-10.69,0.0,85.5,29.92,66.7,Wheat,105,1
0.0652,-35.95,45.8,45.8,35.95,73.4,Rice,15,0
0.4312,4.21,61.0,66.2,34.48,56.8,Rice,58,1
0.5121,-28.19,14.5,58.6,32.21,81.3,Soybean,149,1
0.4534,-16.87,19.1,89.8,29.96,39.3,Cotton,72,1
0.2443,-17.55,20.7,42.0,38.86,40.7,Sugarcane,76,1
0.7005,0.08,33.9,101.7,28.38,44.5,Cotton,80,2
0.1981,-12.64,27.0,144.6,35.13,74.3,Cotton,41,0
0.4186,-17.68,0.0,125.9,30.22,67.4,Soybean,82,0
0.05,-8.21,0.0,83.3,25.14,41.4,Wheat,21,0
0.8434,-9.15,29.1,35.8,25.65,52.4,Rice,95,2
